省份,年份,月份,年月,供应链环节,抽检总批次数,合格批次数,不合格批次数,AFB1相关记录数,AFB1相关不合格批次数,浓度可用记录数,不合格率,AFB1相关不合格率,数据完整性标记
不详,2023,10,2023-10,餐饮,228,224,4,5,4,2,0.017543859649122806,0.8,基本完整
不详,2023,11,2023-11,其他,1,0,1,0,0,0,1.0,,基本完整
不详,2023,11,2023-11,流通,1535,1489,46,48,24,22,0.02996742671009772,0.5,基本完整
不详,2023,11,2023-11,生产,3,2,1,1,1,1,0.3333333333333333,1.0,基本完整
不详,2023,11,2023-11,餐饮,280,275,5,7,5,5,0.017857142857142856,0.7142857142857143,基本完整
不详,2023,12,2023-12,流通,2084,2025,59,65,39,33,0.02831094049904031,0.6,基本完整
不详,2023,12,2023-12,生产,16,11,5,3,3,3,0.3125,1.0,基本完整
不详,2023,12,2023-12,餐饮,408,402,6,8,4,4,0.014705882352941176,0.5,基本完整
不详,2024,1,2024-01,流通,621,608,13,11,11,11,0.020933977455716585,1.0,基本完整
不详,2024,1,2024-01,生产,39,39,0,0,0,0,0.0,,基本完整
不详,2024,1,2024-01,餐饮,64,62,2,2,2,2,0.03125,1.0,基本完整
不详,2024,2,2024-02,流通,309,297,12,12,11,11,0.038834951456310676,0.9166666666666666,基本完整
不详,2024,2,2024-02,生产,9,8,1,0,0,0,0.1111111111111111,,基本完整
不详,2024,2,2024-02,餐饮,17,16,1,1,1,1,0.058823529411764705,1.0,基本完整
不详,2024,3,2024-03,其他,2,0,2,2,2,2,1.0,1.0,基本完整
不详,2024,3,2024-03,流通,399,389,10,10,10,10,0.02506265664160401,1.0,基本完整
不详,2024,3,2024-03,生产,2,2,0,0,0,0,0.0,,基本完整
不详,2024,3,2024-03,餐饮,39,39,0,0,0,0,0.0,,基本完整
不详,2024,4,2024-04,其他,7,7,0,0,0,0,0.0,,基本完整
不详,2024,4,2024-04,流通,547,525,22,17,17,17,0.04021937842778794,1.0,基本完整
不详,2024,4,2024-04,餐饮,83,81,2,2,2,2,0.024096385542168676,1.0,基本完整
不详,2024,5,2024-05,流通,665,643,22,16,16,15,0.03308270676691729,1.0,基本完整
不详,2024,5,2024-05,餐饮,99,93,6,5,5,5,0.06060606060606061,1.0,基本完整
不详,2024,6,2024-06,流通,898,877,21,37,17,17,0.02338530066815145,0.4594594594594595,基本完整
不详,2024,6,2024-06,生产,3,3,0,0,0,0,0.0,,基本完整
不详,2024,6,2024-06,餐饮,183,178,5,4,4,4,0.0273224043715847,1.0,基本完整
不详,2024,7,2024-07,流通,837,810,27,25,19,19,0.03225806451612903,0.76,基本完整
不详,2024,7,2024-07,生产,4,4,0,0,0,0,0.0,,基本完整
不详,2024,7,2024-07,餐饮,211,206,5,2,2,2,0.023696682464454975,1.0,基本完整
不详,2024,8,2024-08,流通,782,743,39,25,19,19,0.049872122762148335,0.76,基本完整
不详,2024,8,2024-08,餐饮,73,71,2,3,2,2,0.0273972602739726,0.6666666666666666,基本完整
不详,2024,9,2024-09,流通,917,889,28,51,17,16,0.030534351145038167,0.3333333333333333,基本完整
不详,2024,9,2024-09,生产,3,3,0,0,0,0,0.0,,基本完整
不详,2024,9,2024-09,餐饮,131,123,8,18,6,4,0.061068702290076333,0.3333333333333333,基本完整
不详,2024,10,2024-10,流通,879,852,27,15,15,15,0.030716723549488054,1.0,基本完整
不详,2024,10,2024-10,餐饮,72,67,5,4,4,4,0.06944444444444445,1.0,基本完整
不详,2024,11,2024-11,流通,1291,1256,35,63,16,16,0.027110766847405113,0.25396825396825395,基本完整
不详,2024,11,2024-11,生产,15,14,1,0,0,0,0.06666666666666667,,基本完整
不详,2024,11,2024-11,餐饮,137,132,5,8,5,4,0.0364963503649635,0.625,基本完整
不详,2024,12,2024-12,流通,1416,1381,35,40,22,20,0.024717514124293787,0.55,基本完整
不详,2024,12,2024-12,生产,6,6,0,0,0,0,0.0,,基本完整
不详,2024,12,2024-12,餐饮,571,563,8,4,4,3,0.014010507880910683,1.0,基本完整
云南,2023,1,2023-01,流通,6,6,0,0,0,0,0.0,,基本完整
云南,2023,1,2023-01,餐饮,7,7,0,0,0,0,0.0,,基本完整
云南,2023,2,2023-02,流通,4,4,0,0,0,0,0.0,,基本完整
云南,2023,2,2023-02,餐饮,6,6,0,0,0,0,0.0,,基本完整
云南,2023,3,2023-03,流通,14,14,0,0,0,0,0.0,,基本完整
云南,2023,3,2023-03,餐饮,86,86,0,0,0,0,0.0,,基本完整
云南,2023,4,2023-04,流通,1,1,0,0,0,0,0.0,,基本完整
云南,2023,5,2023-05,流通,3,3,0,0,0,0,0.0,,基本完整
云南,2023,5,2023-05,生产,5,5,0,0,0,0,0.0,,基本完整
云南,2023,5,2023-05,餐饮,2,2,0,0,0,0,0.0,,基本完整
云南,2023,6,2023-06,流通,5,5,0,0,0,0,0.0,,基本完整
云南,2023,6,2023-06,餐饮,1,1,0,0,0,0,0.0,,基本完整
云南,2023,7,2023-07,流通,5,5,0,0,0,0,0.0,,基本完整
云南,2023,7,2023-07,餐饮,9,9,0,0,0,0,0.0,,基本完整
云南,2023,8,2023-08,流通,6,6,0,0,0,0,0.0,,基本完整
云南,2023,8,2023-08,餐饮,2,2,0,0,0,0,0.0,,基本完整
云南,2023,9,2023-09,流通,6,6,0,0,0,0,0.0,,基本完整
云南,2023,9,2023-09,生产,2,2,0,0,0,0,0.0,,基本完整
云南,2023,9,2023-09,餐饮,69,69,0,0,0,0,0.0,,基本完整
云南,2023,10,2023-10,流通,5,5,0,0,0,0,0.0,,基本完整
云南,2023,10,2023-10,生产,4,4,0,0,0,0,0.0,,基本完整
云南,2023,10,2023-10,餐饮,24,24,0,0,0,0,0.0,,基本完整
云南,2023,11,2023-11,流通,9,9,0,0,0,0,0.0,,基本完整
云南,2023,11,2023-11,生产,3,2,1,1,1,1,0.3333333333333333,1.0,基本完整
云南,2023,11,2023-11,餐饮,7,7,0,0,0,0,0.0,,基本完整
云南,2023,12,2023-12,流通,14,14,0,0,0,0,0.0,,基本完整
云南,2023,12,2023-12,生产,1,0,1,1,1,1,1.0,1.0,基本完整
云南,2023,12,2023-12,餐饮,91,89,2,2,2,2,0.02197802197802198,1.0,基本完整
云南,2024,1,2024-01,流通,3,3,0,0,0,0,0.0,,基本完整
云南,2024,2,2024-02,流通,10,9,1,0,0,0,0.1,,基本完整
云南,2024,2,2024-02,生产,1,1,0,0,0,0,0.0,,基本完整
云南,2024,3,2024-03,流通,2,1,1,0,0,0,0.5,,基本完整
云南,2024,4,2024-04,流通,7,7,0,0,0,0,0.0,,基本完整
云南,2024,4,2024-04,餐饮,39,38,1,1,1,1,0.02564102564102564,1.0,基本完整
云南,2024,5,2024-05,流通,2,2,0,0,0,0,0.0,,基本完整
云南,2024,5,2024-05,餐饮,2,2,0,0,0,0,0.0,,基本完整
云南,2024,6,2024-06,流通,3,3,0,0,0,0,0.0,,基本完整
云南,2024,6,2024-06,生产,1,1,0,0,0,0,0.0,,基本完整
云南,2024,6,2024-06,餐饮,7,7,0,0,0,0,0.0,,基本完整
云南,2024,7,2024-07,流通,8,8,0,0,0,0,0.0,,基本完整
云南,2024,7,2024-07,餐饮,83,83,0,0,0,0,0.0,,基本完整
云南,2024,8,2024-08,流通,8,7,1,0,0,0,0.125,,基本完整
云南,2024,8,2024-08,餐饮,2,2,0,0,0,0,0.0,,基本完整
云南,2024,9,2024-09,流通,1,1,0,0,0,0,0.0,,基本完整
云南,2024,9,2024-09,生产,1,1,0,0,0,0,0.0,,基本完整
云南,2024,9,2024-09,餐饮,4,4,0,0,0,0,0.0,,基本完整
云南,2024,10,2024-10,流通,8,8,0,0,0,0,0.0,,基本完整
云南,2024,10,2024-10,生产,2,2,0,0,0,0,0.0,,基本完整
云南,2024,10,2024-10,餐饮,13,13,0,0,0,0,0.0,,基本完整
云南,2024,11,2024-11,流通,10,10,0,0,0,0,0.0,,基本完整
云南,2024,11,2024-11,餐饮,44,44,0,0,0,0,0.0,,基本完整
云南,2024,12,2024-12,流通,15,14,1,1,0,0,0.06666666666666667,0.0,基本完整
云南,2024,12,2024-12,餐饮,24,24,0,0,0,0,0.0,,基本完整
内蒙古,2023,1,2023-01,餐饮,7,7,0,0,0,0,0.0,,基本完整
内蒙古,2023,2,2023-02,流通,1,1,0,0,0,0,0.0,,基本完整
内蒙古,2023,3,2023-03,流通,5,5,0,0,0,0,0.0,,基本完整
内蒙古,2023,3,2023-03,餐饮,9,9,0,0,0,0,0.0,,基本完整
内蒙古,2023,4,2023-04,流通,2,2,0,0,0,0,0.0,,基本完整
内蒙古,2023,4,2023-04,生产,1,1,0,0,0,0,0.0,,基本完整
内蒙古,2023,5,2023-05,流通,8,8,0,0,0,0,0.0,,基本完整
内蒙古,2023,5,2023-05,餐饮,11,11,0,0,0,0,0.0,,基本完整
内蒙古,2023,6,2023-06,流通,9,9,0,0,0,0,0.0,,基本完整
内蒙古,2023,6,2023-06,餐饮,6,6,0,0,0,0,0.0,,基本完整
内蒙古,2023,7,2023-07,流通,15,14,1,0,0,0,0.06666666666666667,,基本完整
内蒙古,2023,7,2023-07,餐饮,8,8,0,0,0,0,0.0,,基本完整
内蒙古,2023,8,2023-08,流通,10,10,0,0,0,0,0.0,,基本完整
内蒙古,2023,8,2023-08,餐饮,20,20,0,0,0,0,0.0,,基本完整
内蒙古,2023,9,2023-09,流通,8,7,1,0,0,0,0.125,,基本完整
内蒙古,2023,9,2023-09,餐饮,13,13,0,0,0,0,0.0,,基本完整
内蒙古,2023,10,2023-10,流通,7,7,0,0,0,0,0.0,,基本完整
内蒙古,2023,10,2023-10,生产,1,1,0,0,0,0,0.0,,基本完整
内蒙古,2023,10,2023-10,餐饮,14,14,0,0,0,0,0.0,,基本完整
内蒙古,2023,11,2023-11,流通,5,5,0,0,0,0,0.0,,基本完整
内蒙古,2023,11,2023-11,生产,2,2,0,0,0,0,0.0,,基本完整
内蒙古,2023,11,2023-11,餐饮,34,34,0,0,0,0,0.0,,基本完整
内蒙古,2023,12,2023-12,流通,12,12,0,0,0,0,0.0,,基本完整
内蒙古,2023,12,2023-12,生产,1,1,0,0,0,0,0.0,,基本完整
内蒙古,2023,12,2023-12,餐饮,18,18,0,0,0,0,0.0,,基本完整
内蒙古,2024,1,2024-01,流通,2,2,0,0,0,0,0.0,,基本完整
内蒙古,2024,2,2024-02,流通,3,2,1,1,1,1,0.3333333333333333,1.0,基本完整
内蒙古,2024,2,2024-02,生产,1,1,0,0,0,0,0.0,,基本完整
内蒙古,2024,3,2024-03,流通,2,2,0,0,0,0,0.0,,基本完整
内蒙古,2024,4,2024-04,流通,4,4,0,0,0,0,0.0,,基本完整
内蒙古,2024,5,2024-05,流通,1,1,0,0,0,0,0.0,,基本完整
内蒙古,2024,6,2024-06,流通,3,3,0,0,0,0,0.0,,基本完整
内蒙古,2024,7,2024-07,流通,8,8,0,0,0,0,0.0,,基本完整
内蒙古,2024,7,2024-07,生产,1,1,0,0,0,0,0.0,,基本完整
内蒙古,2024,8,2024-08,流通,5,5,0,0,0,0,0.0,,基本完整
内蒙古,2024,8,2024-08,餐饮,16,16,0,0,0,0,0.0,,基本完整
内蒙古,2024,9,2024-09,流通,3,3,0,0,0,0,0.0,,基本完整
内蒙古,2024,10,2024-10,流通,18,18,0,0,0,0,0.0,,基本完整
内蒙古,2024,10,2024-10,生产,1,0,1,0,0,0,1.0,,基本完整
内蒙古,2024,10,2024-10,餐饮,2,2,0,0,0,0,0.0,,基本完整
内蒙古,2024,11,2024-11,流通,9,9,0,0,0,0,0.0,,基本完整
内蒙古,2024,11,2024-11,餐饮,42,42,0,0,0,0,0.0,,基本完整
内蒙古,2024,12,2024-12,流通,6,6,0,0,0,0,0.0,,基本完整
内蒙古,2024,12,2024-12,餐饮,12,12,0,0,0,0,0.0,,基本完整
北京,2023,1,2023-01,流通,1,1,0,0,0,0,0.0,,基本完整
北京,2023,2,2023-02,餐饮,4,4,0,0,0,0,0.0,,基本完整
北京,2023,3,2023-03,生产,2,2,0,0,0,0,0.0,,基本完整
北京,2023,4,2023-04,流通,1,1,0,0,0,0,0.0,,基本完整
北京,2023,4,2023-04,餐饮,6,6,0,0,0,0,0.0,,基本完整
北京,2023,5,2023-05,流通,5,5,0,0,0,0,0.0,,基本完整
北京,2023,6,2023-06,流通,2,2,0,0,0,0,0.0,,基本完整
北京,2023,6,2023-06,餐饮,5,5,0,0,0,0,0.0,,基本完整
北京,2023,7,2023-07,流通,3,2,1,0,0,0,0.3333333333333333,,基本完整
北京,2023,8,2023-08,流通,2,2,0,0,0,0,0.0,,基本完整
北京,2023,8,2023-08,餐饮,1,1,0,0,0,0,0.0,,基本完整
北京,2023,9,2023-09,流通,2,2,0,0,0,0,0.0,,基本完整
北京,2023,10,2023-10,流通,3,3,0,0,0,0,0.0,,基本完整
北京,2023,10,2023-10,生产,1,1,0,0,0,0,0.0,,基本完整
北京,2023,11,2023-11,流通,4,4,0,0,0,0,0.0,,基本完整
北京,2023,11,2023-11,生产,1,1,0,0,0,0,0.0,,基本完整
北京,2023,11,2023-11,餐饮,1,1,0,0,0,0,0.0,,基本完整
北京,2023,12,2023-12,流通,3,3,0,0,0,0,0.0,,基本完整
北京,2023,12,2023-12,餐饮,4,4,0,0,0,0,0.0,,基本完整
北京,2024,1,2024-01,生产,3,3,0,0,0,0,0.0,,基本完整
北京,2024,1,2024-01,餐饮,2,2,0,0,0,0,0.0,,基本完整
北京,2024,2,2024-02,流通,3,3,0,0,0,0,0.0,,基本完整
北京,2024,3,2024-03,流通,1,1,0,0,0,0,0.0,,基本完整
北京,2024,4,2024-04,流通,1,1,0,0,0,0,0.0,,基本完整
北京,2024,4,2024-04,餐饮,21,21,0,0,0,0,0.0,,基本完整
北京,2024,5,2024-05,餐饮,4,4,0,0,0,0,0.0,,基本完整
北京,2024,6,2024-06,流通,1,1,0,0,0,0,0.0,,基本完整
北京,2024,6,2024-06,生产,1,1,0,0,0,0,0.0,,基本完整
北京,2024,7,2024-07,餐饮,14,14,0,0,0,0,0.0,,基本完整
北京,2024,8,2024-08,餐饮,13,11,2,1,1,1,0.15384615384615385,1.0,基本完整
北京,2024,9,2024-09,餐饮,3,3,0,0,0,0,0.0,,基本完整
北京,2024,10,2024-10,餐饮,9,9,0,0,0,0,0.0,,基本完整
北京,2024,11,2024-11,流通,2,2,0,0,0,0,0.0,,基本完整
北京,2024,11,2024-11,生产,3,3,0,0,0,0,0.0,,基本完整
北京,2024,11,2024-11,餐饮,5,4,1,0,0,0,0.2,,基本完整
北京,2024,12,2024-12,餐饮,2,2,0,0,0,0,0.0,,基本完整
台湾,2023,12,2023-12,流通,2,2,0,1,0,0,0.0,0.0,基本完整
吉林,2023,1,2023-01,流通,5,5,0,0,0,0,0.0,,基本完整
吉林,2023,1,2023-01,餐饮,3,3,0,0,0,0,0.0,,基本完整
吉林,2023,2,2023-02,流通,7,7,0,0,0,0,0.0,,基本完整
吉林,2023,3,2023-03,流通,13,13,0,0,0,0,0.0,,基本完整
吉林,2023,4,2023-04,餐饮,1,1,0,0,0,0,0.0,,基本完整
吉林,2023,5,2023-05,流通,4,4,0,0,0,0,0.0,,基本完整
吉林,2023,5,2023-05,餐饮,11,11,0,0,0,0,0.0,,基本完整
吉林,2023,6,2023-06,流通,29,28,1,0,0,0,0.034482758620689655,,基本完整
吉林,2023,6,2023-06,生产,4,4,0,0,0,0,0.0,,基本完整
吉林,2023,6,2023-06,餐饮,60,60,0,0,0,0,0.0,,基本完整
吉林,2023,7,2023-07,流通,17,17,0,0,0,0,0.0,,基本完整
吉林,2023,7,2023-07,餐饮,52,52,0,0,0,0,0.0,,基本完整
吉林,2023,8,2023-08,流通,39,39,0,0,0,0,0.0,,基本完整
吉林,2023,8,2023-08,餐饮,16,16,0,0,0,0,0.0,,基本完整
吉林,2023,9,2023-09,流通,15,15,0,0,0,0,0.0,,基本完整
吉林,2023,9,2023-09,生产,1,1,0,0,0,0,0.0,,基本完整
吉林,2023,9,2023-09,餐饮,1,1,0,0,0,0,0.0,,基本完整
吉林,2023,10,2023-10,流通,28,27,1,0,0,0,0.03571428571428571,,基本完整
吉林,2023,10,2023-10,餐饮,2,2,0,0,0,0,0.0,,基本完整
吉林,2023,11,2023-11,流通,35,35,0,0,0,0,0.0,,基本完整
吉林,2023,11,2023-11,餐饮,13,13,0,0,0,0,0.0,,基本完整
吉林,2023,12,2023-12,流通,32,32,0,0,0,0,0.0,,基本完整
吉林,2023,12,2023-12,生产,2,2,0,0,0,0,0.0,,基本完整
吉林,2023,12,2023-12,餐饮,25,25,0,0,0,0,0.0,,基本完整
吉林,2024,1,2024-01,流通,4,4,0,0,0,0,0.0,,基本完整
吉林,2024,1,2024-01,餐饮,8,8,0,0,0,0,0.0,,基本完整
吉林,2024,2,2024-02,流通,35,35,0,0,0,0,0.0,,基本完整
吉林,2024,2,2024-02,餐饮,11,11,0,0,0,0,0.0,,基本完整
吉林,2024,3,2024-03,流通,14,14,0,0,0,0,0.0,,基本完整
吉林,2024,5,2024-05,流通,14,14,0,0,0,0,0.0,,基本完整
吉林,2024,5,2024-05,餐饮,17,17,0,0,0,0,0.0,,基本完整
吉林,2024,6,2024-06,流通,43,43,0,0,0,0,0.0,,基本完整
吉林,2024,6,2024-06,餐饮,6,6,0,0,0,0,0.0,,基本完整
吉林,2024,7,2024-07,流通,30,30,0,0,0,0,0.0,,基本完整
吉林,2024,7,2024-07,餐饮,16,16,0,0,0,0,0.0,,基本完整
吉林,2024,8,2024-08,流通,24,24,0,0,0,0,0.0,,基本完整
吉林,2024,9,2024-09,流通,44,44,0,0,0,0,0.0,,基本完整
吉林,2024,9,2024-09,餐饮,17,17,0,0,0,0,0.0,,基本完整
吉林,2024,10,2024-10,流通,13,13,0,0,0,0,0.0,,基本完整
吉林,2024,10,2024-10,生产,1,1,0,0,0,0,0.0,,基本完整
吉林,2024,10,2024-10,餐饮,22,22,0,0,0,0,0.0,,基本完整
吉林,2024,11,2024-11,流通,29,28,1,0,0,0,0.034482758620689655,,基本完整
吉林,2024,11,2024-11,生产,6,6,0,0,0,0,0.0,,基本完整
吉林,2024,11,2024-11,餐饮,2,2,0,0,0,0,0.0,,基本完整
吉林,2024,12,2024-12,流通,51,50,1,0,0,0,0.0196078431372549,,基本完整
吉林,2024,12,2024-12,生产,2,2,0,0,0,0,0.0,,基本完整
吉林,2024,12,2024-12,餐饮,11,11,0,0,0,0,0.0,,基本完整
四川,2023,1,2023-01,流通,19,19,0,0,0,0,0.0,,基本完整
四川,2023,1,2023-01,生产,2,2,0,0,0,0,0.0,,基本完整
四川,2023,1,2023-01,餐饮,1,1,0,0,0,0,0.0,,基本完整
四川,2023,2,2023-02,流通,12,12,0,0,0,0,0.0,,基本完整
四川,2023,2,2023-02,餐饮,14,14,0,0,0,0,0.0,,基本完整
四川,2023,3,2023-03,流通,31,31,0,0,0,0,0.0,,基本完整
四川,2023,3,2023-03,生产,2,2,0,0,0,0,0.0,,基本完整
四川,2023,3,2023-03,餐饮,4,4,0,0,0,0,0.0,,基本完整
四川,2023,4,2023-04,流通,11,11,0,0,0,0,0.0,,基本完整
四川,2023,4,2023-04,餐饮,1,0,1,1,1,1,1.0,1.0,基本完整
四川,2023,5,2023-05,流通,16,16,0,0,0,0,0.0,,基本完整
四川,2023,5,2023-05,生产,4,4,0,0,0,0,0.0,,基本完整
四川,2023,5,2023-05,餐饮,3,3,0,0,0,0,0.0,,基本完整
四川,2023,6,2023-06,流通,57,55,2,0,0,0,0.03508771929824561,,基本完整
四川,2023,6,2023-06,餐饮,6,6,0,0,0,0,0.0,,基本完整
四川,2023,7,2023-07,流通,34,34,0,0,0,0,0.0,,基本完整
四川,2023,7,2023-07,生产,6,6,0,0,0,0,0.0,,基本完整
四川,2023,7,2023-07,餐饮,4,4,0,0,0,0,0.0,,基本完整
四川,2023,8,2023-08,流通,10,10,0,0,0,0,0.0,,基本完整
四川,2023,8,2023-08,餐饮,1,1,0,0,0,0,0.0,,基本完整
四川,2023,9,2023-09,流通,52,51,1,0,0,0,0.019230769230769232,,基本完整
四川,2023,9,2023-09,生产,1,1,0,0,0,0,0.0,,基本完整
四川,2023,9,2023-09,餐饮,20,19,1,0,0,0,0.05,,基本完整
四川,2023,10,2023-10,流通,38,37,1,0,0,0,0.02631578947368421,,基本完整
四川,2023,10,2023-10,生产,2,2,0,0,0,0,0.0,,基本完整
四川,2023,10,2023-10,餐饮,40,40,0,0,0,0,0.0,,基本完整
四川,2023,11,2023-11,流通,46,44,2,0,0,0,0.043478260869565216,,基本完整
四川,2023,11,2023-11,生产,4,4,0,0,0,0,0.0,,基本完整
四川,2023,11,2023-11,餐饮,70,70,0,0,0,0,0.0,,基本完整
四川,2023,12,2023-12,流通,85,82,3,1,0,0,0.03529411764705882,0.0,基本完整
四川,2023,12,2023-12,生产,8,8,0,0,0,0,0.0,,基本完整
四川,2023,12,2023-12,餐饮,75,74,1,1,1,1,0.013333333333333334,1.0,基本完整
四川,2024,1,2024-01,流通,8,8,0,0,0,0,0.0,,基本完整
四川,2024,1,2024-01,生产,4,4,0,0,0,0,0.0,,基本完整
四川,2024,1,2024-01,餐饮,37,36,1,1,1,1,0.02702702702702703,1.0,基本完整
四川,2024,2,2024-02,流通,15,15,0,0,0,0,0.0,,基本完整
四川,2024,2,2024-02,餐饮,1,1,0,0,0,0,0.0,,基本完整
四川,2024,3,2024-03,流通,7,7,0,0,0,0,0.0,,基本完整
四川,2024,3,2024-03,餐饮,5,4,1,1,1,1,0.2,1.0,基本完整
四川,2024,4,2024-04,流通,14,14,0,0,0,0,0.0,,基本完整
四川,2024,5,2024-05,流通,19,18,1,1,1,1,0.05263157894736842,1.0,基本完整
四川,2024,5,2024-05,餐饮,24,24,0,0,0,0,0.0,,基本完整
四川,2024,6,2024-06,流通,51,50,1,0,0,0,0.0196078431372549,,基本完整
四川,2024,6,2024-06,生产,17,16,1,1,1,1,0.058823529411764705,1.0,基本完整
四川,2024,6,2024-06,餐饮,65,65,0,0,0,0,0.0,,基本完整
四川,2024,7,2024-07,流通,41,41,0,0,0,0,0.0,,基本完整
四川,2024,7,2024-07,生产,18,18,0,0,0,0,0.0,,基本完整
四川,2024,7,2024-07,餐饮,50,50,0,0,0,0,0.0,,基本完整
四川,2024,8,2024-08,流通,21,21,0,0,0,0,0.0,,基本完整
四川,2024,8,2024-08,生产,1,1,0,0,0,0,0.0,,基本完整
四川,2024,8,2024-08,餐饮,63,63,0,0,0,0,0.0,,基本完整
四川,2024,9,2024-09,流通,65,62,3,0,0,0,0.046153846153846156,,基本完整
四川,2024,9,2024-09,生产,9,9,0,0,0,0,0.0,,基本完整
四川,2024,9,2024-09,餐饮,51,51,0,0,0,0,0.0,,基本完整
四川,2024,10,2024-10,流通,36,35,1,0,0,0,0.027777777777777776,,基本完整
四川,2024,10,2024-10,生产,3,2,1,0,0,0,0.3333333333333333,,基本完整
四川,2024,10,2024-10,餐饮,25,25,0,0,0,0,0.0,,基本完整
四川,2024,11,2024-11,流通,44,42,2,0,0,0,0.045454545454545456,,基本完整
四川,2024,11,2024-11,生产,9,9,0,0,0,0,0.0,,基本完整
四川,2024,11,2024-11,餐饮,18,18,0,0,0,0,0.0,,基本完整
四川,2024,12,2024-12,流通,61,61,0,0,0,0,0.0,,基本完整
四川,2024,12,2024-12,生产,8,7,1,0,0,0,0.125,,基本完整
四川,2024,12,2024-12,餐饮,182,182,0,0,0,0,0.0,,基本完整
天津,2023,1,2023-01,流通,16,16,0,0,0,0,0.0,,基本完整
