序号,省份,年份,月份,年月,供应链环节,产品分类,产品名称,污染物名称_标准化,是否AFB1相关,AFB1识别依据,原始检测数值,初检浓度值,复检浓度值,最终采用浓度值,浓度单位,检测单位是否推断,原始法规限制,法规限量_数值,法规限量_单位,法规限量_比较符号,法规限量_单位是否推断,是否超标,超标倍数,浓度清洗状态,检测数值解析失败原因,法规限量解析状态,法规限量解析失败原因,是否建议人工复核,复核原因
28,河南,2023,4,2023-04,餐饮,餐饮-->其他餐饮环节产品,凉拌花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,85.3µg/kg,85.3,,85.3,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,4.265,已解析并统一单位,,已解析并统一单位,,False,
29,河南,2023,4,2023-04,餐饮,餐饮-->其他餐饮环节产品,炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,85.0 µg/kg,85.0,,85.0,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,4.25,已解析并统一单位,,已解析并统一单位,,False,
16,河南,2023,4,2023-04,餐饮,餐饮-->其他餐饮环节产品,水煮花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,43.2 µg/kg,43.2,,43.2,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,2.16,已解析并统一单位,,已解析并统一单位,,False,
17,河南,2023,4,2023-04,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,83.6 µg/kg,83.6,,83.6,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,4.18,已解析并统一单位,,已解析并统一单位,,False,
18,河南,2023,4,2023-04,餐饮,餐饮-->其他餐饮环节产品,炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,57.4 µg/kg,57.4,,57.4,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,2.87,已解析并统一单位,,已解析并统一单位,,False,
19,河南,2023,4,2023-04,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,45.8 µg/kg,45.8,,45.8,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,2.29,已解析并统一单位,,已解析并统一单位,,False,
20,河南,2023,4,2023-04,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,32.0 µg/kg,32.0,,32.0,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,1.6,已解析并统一单位,,已解析并统一单位,,False,
21,河南,2023,4,2023-04,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,67.4 µg/kg,67.4,,67.4,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,3.37,已解析并统一单位,,已解析并统一单位,,False,
22,河南,2023,4,2023-04,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,39.9 µg/kg,39.9,,39.9,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,1.9949999999999999,已解析并统一单位,,已解析并统一单位,,False,
23,河南,2023,4,2023-04,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,37.2 µg/kg,37.2,,37.2,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,1.86,已解析并统一单位,,已解析并统一单位,,False,
24,河南,2023,4,2023-04,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,56.7 µg/kg,56.7,,56.7,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,2.835,已解析并统一单位,,已解析并统一单位,,False,
25,河南,2023,4,2023-04,餐饮,花生仁/炒货坚果,油炸花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,40.2 µg/kg,40.2,,40.2,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,2.0100000000000002,已解析并统一单位,,已解析并统一单位,,False,
26,河南,2023,4,2023-04,餐饮,餐饮-->其他餐饮环节产品,水煮花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,57.4µg/kg,57.4,,57.4,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,2.87,已解析并统一单位,,已解析并统一单位,,False,
27,河南,2023,4,2023-04,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,55.8µg/kg,55.8,,55.8,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,2.79,已解析并统一单位,,已解析并统一单位,,False,
28,河南,2023,4,2023-04,餐饮,餐饮-->其他餐饮环节产品,凉拌花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,85.3µg/kg,85.3,,85.3,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,4.265,已解析并统一单位,,已解析并统一单位,,False,
29,河南,2023,4,2023-04,餐饮,餐饮-->其他餐饮环节产品,炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,85.0 µg/kg,85.0,,85.0,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,4.25,已解析并统一单位,,已解析并统一单位,,False,
3,四川,2023,4,2023-04,餐饮,餐饮-->其他餐饮环节产品,油酥花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,86.6µg/kg,86.6,,86.6,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,4.33,已解析并统一单位,,已解析并统一单位,,False,
8,安徽,2023,5,2023-05,餐饮,花生仁/炒货坚果,油炸花生米（自制）,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,112µg/kg,112.0,,112.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,5.6,已解析并统一单位,,已解析并统一单位,,False,
1,不详,2023,6,2023-06,餐饮,餐饮-->其他餐饮环节产品,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
2,不详,2023,6,2023-06,餐饮,餐饮-->其他餐饮环节产品,花生籽,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
3,不详,2023,6,2023-06,餐饮,餐饮-->其他餐饮环节产品,花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
4,广东,2023,6,2023-06,餐饮,花生仁/炒货坚果,油炸花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
5,广东,2023,6,2023-06,餐饮,花生仁/炒货坚果,油炸花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
6,广东,2023,6,2023-06,餐饮,餐饮-->其他餐饮环节产品,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
7,广东,2023,6,2023-06,餐饮,餐饮-->其他餐饮环节产品,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
8,广东,2023,6,2023-06,餐饮,餐饮-->其他餐饮环节产品,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
9,广东,2023,6,2023-06,餐饮,花生仁/炒货坚果,油炸花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
10,广东,2023,6,2023-06,餐饮,餐饮-->其他餐饮环节产品,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
11,广东,2023,6,2023-06,餐饮,餐饮-->其他餐饮环节产品,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
11,浙江,2023,6,2023-06,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,158,158.0,,158.0,μg/kg,True,≤20,20.0,μg/kg,≤,True,True,7.9,已解析并统一单位,,已解析并统一单位,,False,
5,广东,2023,7,2023-07,餐饮,餐饮-->其他餐饮环节产品,炸花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
3,湖南,2023,7,2023-07,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
52,河南,2023,7,2023-07,餐饮,餐饮-->其他餐饮环节产品,水煮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,48.9µg/kg,48.9,,48.9,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.445,已解析并统一单位,,已解析并统一单位,,False,
2,广东,2023,8,2023-08,餐饮,餐饮-->其他餐饮环节产品,炸花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
19,广东,2023,8,2023-08,餐饮,餐饮-->其他餐饮环节产品,炸花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
20,广东,2023,8,2023-08,餐饮,餐饮-->其他餐饮环节产品,炸熟花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
33,山西,2023,8,2023-08,餐饮,花生仁/炒货坚果,餐饮食品（油炸花生米）,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,99µg/kg,99.0,,99.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,4.95,已解析并统一单位,,已解析并统一单位,,False,
7,浙江,2023,8,2023-08,餐饮,餐饮-->其他餐饮环节产品,生花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,27.5µg/kg,27.5,,27.5,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,1.375,已解析并统一单位,,已解析并统一单位,,False,
71,山西,2023,8,2023-08,餐饮,餐饮-->其他餐饮环节产品,五香花生米（自制）,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,57.0μg/kg,57.0,,57.0,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,2.85,已解析并统一单位,,已解析并统一单位,,False,
16,河南,2023,9,2023-09,餐饮,花生仁/炒货坚果,油炸花生籽,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,31.1µg/kg,31.1,,31.1,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,1.5550000000000002,已解析并统一单位,,已解析并统一单位,,False,
18,广东,2023,9,2023-09,餐饮,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
19,广东,2023,9,2023-09,餐饮,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
20,广东,2023,9,2023-09,餐饮,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
21,广东,2023,9,2023-09,餐饮,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
22,广东,2023,9,2023-09,餐饮,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
21,广东,2023,10,2023-10,餐饮,餐饮-->其他餐饮环节产品,炸花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
22,广东,2023,10,2023-10,餐饮,餐饮-->其他餐饮环节产品,炸花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
23,广东,2023,10,2023-10,餐饮,餐饮-->其他餐饮环节产品,炸花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
57,不详,2023,10,2023-10,餐饮,餐饮-->其他餐饮环节产品,水煮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,/,,,,,False,/,,,,False,True,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
58,不详,2023,10,2023-10,餐饮,餐饮-->其他餐饮环节产品,水煮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,/,,,,,False,/,,,,False,True,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
2,河南,2023,10,2023-10,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,180µg/kg,180.0,,180.0,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,9.0,已解析并统一单位,,已解析并统一单位,,False,
3,河南,2023,10,2023-10,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,173µg/kg,173.0,,173.0,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,8.65,已解析并统一单位,,已解析并统一单位,,False,
4,河南,2023,10,2023-10,餐饮,花生仁/炒货坚果,油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,287µg/kg,287.0,,287.0,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,14.35,已解析并统一单位,,已解析并统一单位,,False,
91,贵州,2023,10,2023-10,餐饮,花生仁/炒货坚果,自制油炸花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,352µg/kg,352.0,,352.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,17.6,已解析并统一单位,,已解析并统一单位,,False,
