episode,total_reward,moving_average_reward,mean_loss,epsilon,mean_action,constraint_violation_rate,device,gpu,elapsed_seconds
179,470.57507850104264,476.4899980533498,0.12947637836138406,0.08016185794714872,3.209941520467836,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,28.819
180,480.8589547050451,476.8183088591254,0.13108939139379394,0.07903959193588864,3.843859649122807,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,28.989
181,477.63060763695285,476.4766898596599,0.13781440464986694,0.07793303764878619,3.535672514619883,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,29.155
182,472.60168098234317,476.1850567618329,0.12516098138358858,0.07684197512170318,3.4485380116959066,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,29.326
183,480.7939004474723,476.5361963109179,0.13186457794573572,0.07576618746999933,3.4859649122807017,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,29.497
184,480.83223956563995,476.4802198364473,0.134368187851376,0.07470546084541933,3.5456140350877194,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,29.654
185,471.838033161368,476.4135191259205,0.13194994048939812,0.07365958439358346,3.650877192982456,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,29.827
186,482.85684248448524,476.79496394314384,0.1191552844312456,0.07262835021207328,3.5678362573099416,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,30.002
187,471.5557278053187,476.3982797062924,0.1182292141020298,0.07161155330910425,3.705263157894737,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,30.161
188,475.6349718957281,476.11736281683807,0.136653463045756,0.0706089915627768,3.714619883040936,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,30.447
189,471.33124927228346,475.6773523027012,0.12732174826992881,0.06962046568089791,3.3456140350877193,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,30.574
190,473.52768880776637,475.3429786676287,0.11795725797613461,0.06864577916136534,3.839766081871345,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,30.699
191,480.01134658332194,475.6978655292358,0.14167115050885412,0.06768473825310622,3.993567251461988,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,30.824
192,478.18267904814275,475.69739299698176,0.13191472573412788,0.06673715191756274,3.5912280701754384,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,30.953
193,481.13086645561486,476.20958167148575,0.14171326698528397,0.06580283179071686,3.611111111111111,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,31.083
194,472.8915070796087,476.17952604375205,0.1438931677904394,0.06488159214564682,3.56140350877193,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,31.217
195,471.9964546153733,476.1034429454815,0.1455415077507496,0.06397324985560776,3.8555555555555556,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,31.351
196,480.9098721000355,476.3884247226253,0.14413409680128098,0.06307762435762926,3.7444444444444445,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,31.484
197,479.0379140781515,476.31661887474075,0.13858487457036972,0.06219453761662245,3.7596491228070175,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,31.611
198,470.7248722734457,476.246124374957,0.1441728841099474,0.061323814089989735,3.507017543859649,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,31.736
199,462.70210109498294,475.852475504654,0.13542734955747923,0.06046528069272988,2.9485380116959066,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,31.866
200,481.4449744328522,475.8817764910444,0.14127886585063404,0.059618766763031655,3.5350877192982457,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,31.991
201,468.4446358678051,475.422477902587,0.12247072988086277,0.05878410402834921,3.652046783625731,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,32.117
202,485.59498040664255,476.0721428738019,0.13277363984121215,0.05796112657195232,3.5812865497076025,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,32.243
203,484.07605699866906,476.23625070136177,0.12782992919286093,0.057149670799944985,3.521637426900585,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,32.377
204,479.511596311786,476.1702185386691,0.1352098381353749,0.05634957540874575,3.566666666666667,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,32.511
205,478.5704847280358,476.50684111700247,0.12240427898036109,0.05556068135302331,3.704093567251462,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,32.644
206,480.7858691599507,476.4032924507757,0.12807603884074423,0.05478283181408099,3.64093567251462,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,32.786
207,472.55221499580693,476.4531168103002,0.12779705226421356,0.05401587216868385,3.690058479532164,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,32.927
208,474.44232173490707,476.3934843022591,0.12458752675188912,0.053259649958322275,3.4058479532163743,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,33.064
209,480.1327602495385,476.83355985112183,0.11478634137246344,0.052514014858905764,3.623391812865497,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,33.207
210,480.931195403315,477.2037351808993,0.13011173986726338,0.05177881865088108,3.6426900584795323,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,33.349
211,478.10500080248494,477.1084178918574,0.12100683856341574,0.05105391518976875,3.725730994152047,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,33.494
212,476.0592886468894,477.00224837179474,0.11217123890916507,0.05033916037711198,3.6485380116959063,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,33.63
213,481.97669968535445,477.04454003328175,0.128485677142938,0.05,3.4432748538011695,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,33.768
214,477.37910863247487,477.268920110925,0.12144310979379548,0.05,3.568421052631579,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,33.915
215,482.7304508074394,477.80561992052833,0.11885703851779301,0.05,3.6309941520467834,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,34.054
216,479.1071888678965,477.7154857589214,0.12336561911635929,0.05,3.6695906432748537,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,34.194
217,478.32079695975153,477.6796299030014,0.12504976905054516,0.05,3.576608187134503,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,34.345
218,478.07770506479756,478.047271542569,0.11792309830586116,0.05,3.665497076023392,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,34.481
219,482.48104652722793,479.0362188141812,0.11525278000368012,0.05,3.564327485380117,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,34.632
220,470.08613675279446,478.4682769301784,0.1275683417916298,0.05,3.4327485380116958,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,34.788
221,474.6724986724457,478.7796700704104,0.13949156180024147,0.05,3.856140350877193,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,34.936
222,481.43964045078064,478.57190307261726,0.13938089418742391,0.05,3.610526315789474,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,35.095
223,475.2576209445633,478.130981269912,0.15114517965250546,0.05,3.667251461988304,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,35.25
224,474.78696732904973,477.8947498207752,0.14711687548293007,0.05,3.65906432748538,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,35.397
225,476.7341233320734,477.8029317509771,0.14154242724180222,0.05,3.605847953216374,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,35.554
226,473.5894577853436,477.4431111822467,0.14700664248731402,0.05,3.723391812865497,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,35.713
227,479.31561799617737,477.78128133226517,0.15153142023417684,0.05,3.665497076023392,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,35.874
228,481.37988955667424,478.1281597233536,0.13251434142390886,0.05,3.488888888888889,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,36.036
229,472.09400611312265,477.72622201653274,0.14867651296986473,0.05,3.4263157894736844,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,36.187
230,475.4957835803598,477.454451425385,0.14516031410959032,0.05,3.597076023391813,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,36.45
231,475.84370355218743,477.34138656287024,0.12335129868653086,0.05,3.895906432748538,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,36.576
232,475.7180762204192,477.3243259415466,0.1285460458861457,0.05,3.4473684210526314,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,36.705
233,469.9664627495313,476.72381409475554,0.13068662832180658,0.05,3.767251461988304,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,36.834
234,481.6242731849288,476.9360723223782,0.1445201105541653,0.05,3.8239766081871345,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,36.962
235,475.1510027083077,476.5570999174217,0.14165607591470084,0.05,3.7584795321637428,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,37.09
236,478.16313054509556,476.50989700128156,0.1394873671233654,0.05,3.687719298245614,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,37.213
237,474.0757966505447,476.2976469858212,0.13846088324983916,0.05,3.4350877192982456,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,37.34
238,476.6331138294572,476.22541742405417,0.13452833725346458,0.05,3.721637426900585,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,37.469
239,480.92528023044906,476.14762910921525,0.14103857427835464,0.05,3.7912280701754386,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,37.597
240,472.6845640633637,476.27755047474375,0.14905569247073597,0.05,3.663157894736842,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,37.725
241,472.18804838096,476.15332796016946,0.1515232055551476,0.05,3.547953216374269,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,37.851
242,470.55983478215967,475.6093376767384,0.1575154914624161,0.05,3.6912280701754385,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,37.979
243,474.35988969158825,475.56445111408965,0.15331480734878117,0.05,3.611111111111111,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,38.105
244,477.0561638052259,475.67791093789845,0.14726924440926975,0.05,3.404093567251462,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,38.23
245,475.5121825735059,475.6168138999701,0.1439459804031584,0.05,3.6198830409356724,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,38.36
246,465.29238651530795,475.20196033646835,0.1543668806552887,0.05,3.497076023391813,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,38.493
247,478.2798007012261,475.1501694717208,0.15078373584482405,0.05,3.427485380116959,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,38.629
248,473.5875770266957,474.76055384522186,0.1579110249876976,0.05,3.4590643274853803,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,38.761
249,472.24098565412896,474.7679028222721,0.14550469525986248,0.05,3.852046783625731,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,38.894
250,475.2008464942428,474.7531559679663,0.15562936829196083,0.05,3.531578947368421,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,39.033
251,482.79991372399127,475.10096647655644,0.13788627667559517,0.05,3.5239766081871347,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,39.172
252,476.5950761990189,475.14481647548644,0.1380944707327419,0.05,3.9614035087719297,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,39.315
253,480.6621079581473,475.67959873591724,0.13308171182870865,0.05,3.477777777777778,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,39.459
254,478.2660253413869,475.51168634374017,0.14375429476300874,0.05,3.4900584795321636,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,39.606
255,479.0777166010321,475.7080220383764,0.13671133004956776,0.05,3.3608187134502923,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,39.75
256,472.1419538841383,475.4069632053285,0.12692234168450037,0.05,3.4497076023391813,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,39.898
257,478.02603926629854,475.60447533611625,0.13197893194026417,0.05,3.3573099415204677,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,40.047
258,474.825806798568,475.51410998457175,0.12690589245822695,0.05,3.739766081871345,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,40.184
259,475.9717088990237,475.2664314180005,0.13312794640660286,0.05,3.7584795321637428,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,40.325
260,472.2658195105996,475.2454941903623,0.1389729260570473,0.05,3.642105263157895,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,40.473
261,476.10217680936,475.4412006117823,0.13122056217657196,0.05,3.4175438596491228,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,40.61
262,477.2467724713588,475.7755474962422,0.1343266690770785,0.05,3.554970760233918,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,40.756
263,471.21653598870944,475.6183798110983,0.13871377830704054,0.05,3.8280701754385964,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,40.899
264,480.62382762126254,475.7967630019001,0.13135306412974992,0.05,3.553216374269006,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,41.047
265,475.63943003080385,475.80312537476505,0.13825147598981857,0.05,3.64093567251462,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,41.198
266,473.1333004635908,476.19517107217916,0.13930835243728426,0.05,3.524561403508772,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,41.359
267,470.9723538853377,475.82979873138476,0.13568372196621364,0.05,3.9573099415204678,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,41.516
268,477.9663794116659,476.04873885063324,0.1374794596599208,0.05,3.43859649122807,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,41.675
269,473.93756509948616,476.1335678229011,0.14806315095888245,0.05,3.8485380116959065,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,41.836
270,473.6162678388446,476.0543388901312,0.12884487335880598,0.05,3.807017543859649,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,41.992
271,475.2289009533797,475.67578825160064,0.1320176219774617,0.05,3.5409356725146197,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,42.16
272,473.59396188058054,475.5257325356787,0.12336126094063123,0.05,3.7035087719298247,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,42.412
273,472.6077992343435,475.1230170994885,0.12377767347627217,0.05,3.572514619883041,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,42.538
274,478.994639015404,475.15944778318936,0.1321924589574337,0.05,3.643859649122807,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,42.661
275,477.68553787700694,475.0898388469881,0.12363097361392444,0.05,3.76140350877193,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,42.787
276,477.01680535751257,475.3335814206568,0.12945183449321324,0.05,3.4701754385964914,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,42.914
277,468.5190249237148,474.8582307035276,0.1327342295812236,0.05,3.5473684210526315,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,43.04
278,474.8610637312904,474.8599935501637,0.12604845149649513,0.05,3.646198830409357,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,43.166
279,477.22197178103124,474.92250669426414,0.13215469237830904,0.05,3.2280701754385963,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,43.293
280,476.27255116890046,475.1228432771792,0.12886198568675253,0.05,3.839766081871345,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,43.421
281,469.85867402351323,474.81066813788686,0.12886923924088478,0.05,3.660233918128655,0.0,cuda,NVIDIA GeForce RTX 4060 Ti,43.549
