省份,年份,月份,年月,供应链环节,抽检总批次数,AFB1相关记录数,浓度可用记录数,总体不合格_后验均值,AFB1条件不合格_后验均值,EDI均值,EDI_P95,MOE_default_均值,低于MOE阈值比例,人口加权风险_proxy,MOE风险惩罚_proxy,dqn_risk_proxy,dqn_uncertainty_proxy,dqn_coverage_gap_proxy,Q_action_0,Q_action_1,Q_action_2,recommended_action,recommended_action_name,recommended_inspection_units
上海,2023,11,2023-11,流通,7,0,0,0.0288212357477893,0.5,,,,,0.0,0.0,0.3458646616541353,0.643859649122807,0.0,0.6957792974786393,0.7960272188264353,0.029617831357856186,1,常规加密抽检,1
上海,2023,12,2023-12,流通,10,0,0,0.0254408901529755,0.5,,,,,0.0,0.0,0.34177109440267334,0.6152046783625731,0.0,0.6842551611153359,0.7835692078641241,0.0031551813997356126,1,常规加密抽检,1
上海,2024,1,2024-01,流通,5,0,0,0.024346289896936,0.5,,,,,0.0,0.0,0.34068504594820387,0.6076023391812866,0.0,0.6752090536511016,0.7742491102975612,-0.01637370365366248,1,常规加密抽检,1
上海,2024,2,2024-02,流通,3,0,0,0.0239940251146496,0.5,,,,,0.0,0.0,0.3405179615705931,0.6064327485380117,0.0,0.6832390883457333,0.7670204646221311,-0.02041979106167202,1,常规加密抽检,1
上海,2024,3,2024-03,流通,5,0,0,0.0230133792783714,0.5,,,,,0.0,0.0,0.33959899749373434,0.6,0.0,0.6706064107266362,0.7703198863073769,-0.024903823401389878,1,常规加密抽检,1
上海,2024,4,2024-04,流通,5,0,0,0.0221176195830836,0.5,,,,,0.0,0.0,0.3385964912280702,0.5929824561403508,0.0,0.6666005081457108,0.7667469745899903,-0.03442108303665227,1,常规加密抽检,1
上海,2024,5,2024-05,流通,3,0,0,0.0218685889398846,0.5,,,,,0.0,0.0,0.3385129490392648,0.5923976608187135,0.0,0.6754081193341904,0.757327091925803,-0.03907240234346068,1,常规加密抽检,1
上海,2024,6,2024-06,流通,2,0,0,0.0219244851872184,0.5,,,,,0.0,0.0,0.3390977443609023,0.5964912280701754,0.0,0.6802869617924817,0.7403199888114592,-0.018607625021692775,1,常规加密抽检,1
上海,2024,7,2024-07,流通,5,0,0,0.0210933513346627,0.5,,,,,0.0,0.0,0.3380952380952381,0.5894736842105263,0.0,0.6640679146317722,0.7650833930969603,-0.03903606200051121,1,常规加密抽检,1
上海,2024,8,2024-08,流通,1,0,0,0.0214668047247789,0.5,,,,,0.0,0.0,0.33901420217209693,0.595906432748538,0.3068528194400547,0.6339888153450186,0.7668600150291285,0.5388969306713522,1,常规加密抽检,1
上海,2024,9,2024-09,流通,5,0,0,0.0206549773085069,0.5,,,,,0.0,0.0,0.33792815371762736,0.5883040935672514,0.0,0.6631077794454672,0.764728296960714,-0.04004246169712204,1,常规加密抽检,1
上海,2024,10,2024-10,流通,3,0,0,0.0204619979102253,0.5,,,,,0.0,0.0,0.3377610693400167,0.5871345029239766,0.0,0.6727241727127172,0.7532459243183186,-0.04488496242400075,1,常规加密抽检,1
上海,2024,11,2024-11,流通,8,0,0,0.0189621459828917,0.5,,,,,0.0,0.0,0.33517126148705095,0.5690058479532164,0.0,0.6543543706823172,0.7550131629118783,-0.06526893224772405,1,常规加密抽检,1
上海,2024,12,2024-12,流通,4,0,0,0.0186037352284411,0.5,,,,,0.0,0.0,0.3347535505430242,0.5660818713450292,0.0,0.6567080765819905,0.7521631248226038,-0.07139549104773896,1,常规加密抽检,1
上海,2023,3,2023-03,生产,7,0,0,0.1111111111111111,0.5,,,,,0.0,0.0,0.38487886382623226,0.9169590643274854,0.0,0.7747492458228359,1.002090169940908,0.4958193582680285,1,常规加密抽检,1
上海,2023,6,2023-06,生产,6,0,0,0.068259385665529,0.5,,,,,0.0,0.0,0.3765664160401002,0.8587719298245614,0.0,0.7890281802448201,1.0069225285259273,0.4182352934447399,1,常规加密抽检,1
上海,2023,8,2023-08,生产,1,0,0,0.0665889795238888,0.5,,,,,0.0,0.0,0.37610693400167083,0.8555555555555555,0.3068528194400547,0.7104697122468405,0.8780327761754801,0.8371910961464408,1,常规加密抽检,1
上海,2024,6,2024-06,生产,2,0,0,0.0610999518837879,0.5,,,,,0.0,0.0,0.3742690058479532,0.8426900584795322,0.0,0.7905821566118111,0.965054266684508,0.33830251450348137,1,常规加密抽检,1
上海,2024,7,2024-07,生产,5,0,0,0.0484301517649612,0.5,,,,,0.0,0.0,0.3682539682539682,0.8005847953216374,0.0,0.7802062782676149,0.9232586265047943,0.3176096633287706,1,常规加密抽检,1
上海,2024,9,2024-09,生产,1,0,0,0.0482721489627831,0.5,,,,,0.0,0.0,0.3680033416875522,0.7988304093567251,0.3068528194400547,0.696204694531772,0.8446227071722465,0.7679174273183197,1,常规加密抽检,1
上海,2024,11,2024-11,生产,8,0,0,0.0359970099466156,0.5,,,,,0.0,0.0,0.3611528822055138,0.7508771929824561,0.0,0.7463281114082253,0.8803005683523696,0.21597673524222472,1,常规加密抽检,1
上海,2024,12,2024-12,生产,2,0,0,0.0350987035250681,0.5,,,,,0.0,0.0,0.3603174603174603,0.7450292397660818,0.0,0.7608068714889681,0.8639954175886767,0.22309265777582077,1,常规加密抽检,1
上海,2023,4,2023-04,餐饮,1,0,0,0.3333333333333333,0.5,,,,,0.0,0.0,0.39557226399331663,0.991812865497076,0.3068528194400547,0.8535117258293617,1.039199005213665,1.0369628048992694,1,常规加密抽检,1
上海,2023,5,2023-05,餐饮,2,0,0,0.202020202020202,0.5,,,,,0.0,0.0,0.3910609857978279,0.960233918128655,0.0,0.9018254265737735,1.1181224326567833,0.6537469610921499,1,常规加密抽检,1
上海,2023,7,2023-07,餐饮,1,0,0,0.1723395088323998,0.5,,,,,0.0,0.0,0.38980785296574766,0.9514619883040936,0.3068528194400547,0.7788796338166943,0.9310532771186911,0.8617387371094988,1,常规加密抽检,1
上海,2023,8,2023-08,餐饮,1,0,0,0.1512315922796272,0.5,,,,,0.0,0.0,0.38847117794486213,0.9421052631578948,0.3068528194400547,0.7232517090778706,0.9206441109370047,0.8543263265226698,1,常规加密抽检,1
上海,2023,11,2023-11,餐饮,4,0,0,0.0963228162865025,0.5,,,,,0.0,0.0,0.3829573934837093,0.9035087719298246,0.0,0.7584626182038862,1.01040653787882,0.44392378512706254,1,常规加密抽检,1
上海,2023,12,2023-12,餐饮,1,0,0,0.0912186668511564,0.5,,,,,0.0,0.0,0.38187134502923975,0.895906432748538,0.3068528194400547,0.7121820713210062,0.8994787377170446,0.8459698549841257,1,常规加密抽检,1
上海,2024,6,2024-06,餐饮,1,0,0,0.086846754874862,0.5,,,,,0.0,0.0,0.3810359231411863,0.8900584795321638,0.3068528194400547,0.7147522311670805,0.897591562558723,0.8427284061818624,1,常规加密抽检,1
不详,2023,11,2023-11,其他,1,0,0,0.6666666666666666,0.5,,,,,,0.0,0.39557226399331663,0.991812865497076,0.3068528194400547,0.9998275003014326,1.332344308199667,1.2129444331423875,1,常规加密抽检,1
不详,2024,3,2024-03,其他,2,2,2,0.797979797979798,0.75,0.004464125,0.0067725124999999,35.111547221590655,1.0,,0.9888887508792434,0.8239766081871345,0.960233918128655,0.0,1.1804433903772664,1.3766358361657471,1.6103487733181416,2,重点专项抽检,2
不详,2024,4,2024-04,其他,7,0,0,0.3221775047659394,0.7435897435897436,,,,,,0.0,0.3885547201336675,0.9426900584795321,0.0,1.2364242942136874,1.4155745735227958,1.0739849957178949,1,常规加密抽检,1
不详,2023,1,2023-01,流通,526,3,2,0.0132575757575757,0.6,0.008236,0.0120699999999999,17.405569782330346,1.0,,0.994491908296731,0.7260651629072682,0.2152046783625731,0.0,2.0384230439721645,2.170970880203269,2.35227801454512,2,重点专项抽检,2
不详,2023,2,2023-02,流通,290,12,12,0.0248831628141972,0.884272997032641,0.0037848325,0.0110387249999999,44.91984306232212,1.0,,0.9857848597904044,0.718295739348371,0.2497076023391813,0.0,2.512738760830436,2.66658318810947,2.71716069418892,2,重点专项抽检,2
不详,2023,3,2023-03,流通,367,23,4,0.0221271158803268,0.491082273221249,0.0030929375,0.0042575149999999,37.63458062501157,1.0,,0.9880903225870216,0.7116959064327485,0.1824561403508772,0.0,1.899664628160402,2.291823365820974,2.221474515609778,1,常规加密抽检,1
不详,2023,4,2023-04,流通,554,14,3,0.0182871192257354,0.4154900894353161,0.0034931999999999,0.0074258899999999,65.07825407403298,1.0,,0.9794056157993568,0.6928989139515455,0.11286549707602339,0.0,1.9294358641104905,2.1524474210509723,2.1834498261260915,2,重点专项抽检,2
不详,2023,5,2023-05,流通,353,5,4,0.0180716319799669,0.4513892866907272,0.0033698375,0.00468955,41.49529071156497,1.0,,0.9868685788887452,0.6973266499582289,0.09473684210526316,0.0,2.0406794216953648,2.322014617115478,2.375941940955552,2,重点专项抽检,2
不详,2023,6,2023-06,流通,941,27,4,0.0147980447963775,0.3467518801750016,0.0032686625,0.0050092274999999,36.66102250379453,1.0,,0.9883984106000652,0.6918964076858813,0.04152046783625731,0.0,1.8499493372329614,2.127773867600278,1.956539869079017,1,常规加密抽检,1
